Id	MSSubClass	MSZoning	LotFrontage	LotArea	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtCond	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtFinType2	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	Heating	HeatingQC	CentralAir	Electrical	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	KitchenQual	TotRmsAbvGrd	Functional	Fireplaces	FireplaceQu	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	GarageQual	GarageCond	PavedDrive	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	PoolQC	Fence	MiscFeature	MiscVal	MoSold	YrSold	SaleType	SaleCondition	SalePrice	logMS	loglot	logBsmt	logfin	loghalf	logtot	loggar	logdeck	logporch	logpool	logMisc	transMS	translot	transBsmt	transfin	lowqualSF	transhalf	transtot	transdeck	transporch	transpool	transMisc	transgar	gragecars	BrkTil	CBlock	PConc	Slab	Stone	Wood	_INTO_
423	20	RL	10	21750	Pave	NA	Reg	HLS	AllPub	Inside	Mod	Mitchel	Artery	Norm	1Fam	1Story	5	5	1954	1954	Hip	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	988	988	GasA	Ex	Y	FuseA	988	0	0	988	0	0	1	0	2	1	TA	4	Typ	0	NA	Attchd	1954	RFn	2	520	TA	TA	N	0	0	0	0	0	0	NA	NA	NA	0	2	2008	WD	Normal	113000	2.995732274	9.987369037				1.386294361	0.693147181					4.472135955	9.987415013	0			0	2	0	0	0	0	1.414213562		0.164641345	0.256289161	0.120576181	0.407489734	0.008028517	0.042975063	Slab
424	60	RL	80	9200	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	473	Gd	TA	PConc	Gd	TA	No	GLQ	986	Unf	0	484	1470	GasA	Gd	Y	SBrkr	1470	1160	0	2630	1	0	2	1	4	1	Gd	8	Typ	1	TA	Attchd	1998	Fin	3	696	TA	TA	Y	0	66	0	0	0	0	NA	NA	NA	0	6	2008	WD	Normal	315000	4.094344562	9.126958763	6.893656355			2.079441542	1.098612289		4.189654742			7.745966692	9.127067453	31.40063694			0	2.828427125	0	8.124038405	0	0	1.732050808		0.028287746	0.074087314	0.4344141	0.026523612	0.03044465	0.406242579	PConc
425	20	RL	72	9000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	5	1956	1956	Gable	CompShg	Wd Sdng	Wd Sdng	BrkFace	74	TA	TA	CBlock	Gd	TA	No	LwQ	616	Unf	0	580	1196	GasA	Gd	Y	FuseA	1196	0	0	1196	1	0	1	0	2	1	TA	6	Typ	1	Gd	Attchd	1956	RFn	1	297	TA	TA	Y	0	44	0	0	0	0	NA	NA	NA	0	5	2008	WD	Normal	139000	2.995732274	9.104979856	6.423246964			1.791759469	0		3.784189634			4.472135955	9.105090961	24.81934729			0	2.449489743	0	6.633249581	0	0	1		0.279023248	0.375228388	0.082714595	0.10566674	0.030526896	0.126840134	CBlock
426	60	RM	60	3378	Pave	Gr	Reg	HLS	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	2Story	7	8	1946	1992	Gable	CompShg	HdBoard	HdBoard	None	0	TA	Gd	CBlock	TA	TA	No	Unf	0	Unf	0	651	651	GasA	Gd	Y	SBrkr	707	682	0	1389	0	0	1	1	3	1	TA	6	Typ	2	Gd	Detchd	1947	Unf	1	240	TA	TA	P	0	0	126	0	0	0	NA	NA	NA	0	9	2009	WD	Normal	135000	4.094344562	8.125039097				1.791759469	0					7.745966692	8.125335087	0			0	2.449489743	0	0	0	0	1		0.331841533	0.176131911	0.053263072	0.318800014	0.082057421	0.03790605	BrkTil
427	80	RL	NA	12800	Pave	NA	Reg	Low	AllPub	Inside	Mod	SawyerW	Norm	Norm	1Fam	SLvl	7	5	1989	1989	Gable	CompShg	Wd Sdng	Wd Sdng	BrkFace	145	Gd	TA	PConc	Gd	TA	Gd	GLQ	1518	Unf	0	0	1518	GasA	Gd	Y	SBrkr	1644	0	0	1644	1	1	2	0	2	1	Gd	5	Typ	1	TA	Attchd	1989	Fin	2	569	TA	TA	Y	80	0	0	0	396	0	NA	NA	NA	0	8	2009	WD	Normal	275000	4.382026635	9.45720045	7.325148958		0	1.609437912	0.693147181	4.382026635				8.94427191	9.457278572	38.96151948			1	2.236067978	8.94427191	0	0	0	1.414213562		0.026677698	0.513173633	0.132191597	0.007909934	0.001061036	0.318986102	CBlock
428	20	RL	77	8593	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	4	6	1957	1957	Hip	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	No	Rec	288	Unf	0	619	907	GasA	Ex	Y	SBrkr	907	0	0	907	0	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	1964	Unf	1	352	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2008	WD	Normal	109008	2.995732274	9.058703197	5.66296048			1.609437912	0					4.472135955	9.058819564	16.97056275			0	2.236067978	0	0	0	0	1		0.300170165	0.335230158	0.058298418	0.219586868	0.01804844	0.068665951	CBlock
429	20	RL	64	6762	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	BrkFace	108	Gd	TA	PConc	Gd	TA	No	GLQ	664	Unf	0	544	1208	GasA	Ex	Y	SBrkr	1208	0	0	1208	1	0	2	0	2	1	Gd	6	Typ	0	NA	Attchd	2007	RFn	2	628	TA	TA	Y	105	54	0	0	0	0	NA	NA	NA	0	9	2007	New	Partial	195400	2.995732274	8.819073983	6.49828215			1.791759469	0.693147181	4.65396035	3.988984047			4.472135955	8.819221858	25.76819745			0	2.449489743	10.24695077	7.348469228	0	0	1.414213562		0.113838964	0.253747248	0.316769203	0.06378213	0.023361619	0.228500836	PConc
430	20	RL	13	11457	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Timber	Norm	Norm	1Fam	1Story	6	5	1988	1988	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	Gd	TA	Mn	GLQ	1005	Unf	0	387	1392	GasA	TA	Y	SBrkr	1412	0	0	1412	1	0	2	0	3	1	Gd	6	Typ	1	TA	Attchd	1988	Unf	2	576	TA	TA	Y	0	0	169	0	0	0	NA	NA	NA	0	3	2009	WD	Normal	175000	2.995732274	9.346356176	6.912742821			1.791759469	0.693147181					4.472135955	9.346443455	31.70173497			0	2.449489743	0	0	0	0	1.414213562		0.073533263	0.241861636	0.146649698	0.051307684	0.006629817	0.480017901	Wood
431	160	RM	21	1680	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrDale	Norm	Norm	Twnhs	2Story	6	5	1971	1971	Gable	CompShg	HdBoard	HdBoard	BrkFace	232	TA	TA	CBlock	TA	TA	No	ALQ	387	Unf	0	96	483	GasA	TA	Y	SBrkr	483	504	0	987	0	0	1	1	2	1	TA	4	Typ	0	NA	Detchd	1971	Unf	1	264	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2008	COD	Abnorml	85400	5.075173815	7.426549072	5.958424693			1.386294361	0					12.64911064	7.427144133	19.67231557			0	2	0	0	0	0	1		0.224065007	0.3030986	0.119033734	0.243862767	0.035919472	0.07402042	CBlock
432	50	RM	60	5586	Pave	NA	IR1	Bnk	AllPub	Inside	Gtl	OldTown	Feedr	Norm	1Fam	1.5Fin	6	7	1920	1998	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	901	901	GasA	Gd	Y	SBrkr	1088	110	0	1198	0	0	1	0	4	1	TA	7	Typ	0	NA	NA		NA	0	0	NA	NA	N	0	98	0	0	0	0	NA	MnPrv	NA	0	9	2008	Con	Abnorml	79900	3.912023005	8.628018747				1.945910149			4.584967479			7.071067812	8.62819775	0			0	2.645751311	0	9.899494937	0	0	0		0.491919996	0.149136232	0.017751222	0.120142072	0.212901783	0.008148697	BrkTil
433	160	RM	24	1920	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrDale	Norm	Norm	TwnhsE	2Story	5	5	1971	1971	Gable	CompShg	HdBoard	HdBoard	BrkFace	376	TA	TA	CBlock	TA	TA	No	ALQ	471	Unf	0	294	765	GasA	Ex	Y	SBrkr	765	600	0	1365	1	0	1	1	2	1	TA	6	Min1	0	NA	Detchd	1971	Unf	2	440	TA	TA	Y	240	36	0	0	0	0	NA	NA	NA	0	8	2007	WD	Normal	122500	5.075173815	7.560080465	6.154858094			1.791759469	0.693147181	5.480638923	3.583518939			12.64911064	7.560601163	21.70253441			0	2.449489743	15.49193339	6	0	0	1.414213562		0.078426123	0.1272535	0.460866544	0.0703722	0.10624862	0.156833013	PConc
434	60	RL	10	10839	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Gilbert	Norm	Norm	1Fam	2Story	6	5	1997	1998	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	No	Unf	0	Unf	0	926	926	GasA	Ex	Y	SBrkr	926	678	0	1604	0	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	1997	Fin	2	470	TA	TA	Y	0	36	0	0	0	0	NA	NA	NA	0	7	2008	WD	Normal	181000	4.094344562	9.29090602				1.945910149	0.693147181		3.583518939			7.745966692	9.290998275	0			0	2.645751311	0	6	0	0	1.414213562		0.197792747	0.122090903	0.164548878	0.311252608	0.148677084	0.055637779	Slab
435	180	RM	21	1890	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	MeadowV	Norm	Norm	Twnhs	SFoyer	4	7	1972	1972	Gable	CompShg	CemntBd	CmentBd	None	0	TA	Gd	CBlock	Gd	TA	Av	ALQ	495	Unf	0	135	630	GasA	Gd	Y	SBrkr	630	0	0	630	1	0	1	0	1	1	TA	3	Typ	0	NA	NA		NA	0	0	NA	NA	Y	88	0	0	0	0	0	NA	NA	NA	0	6	2008	WD	Normal	81000	5.192956851	7.544332108	6.204557763			1.098612289		4.477336815				13.41640787	7.544861069	22.24859546			0	1.732050808	9.38083152	0	0	0	0		0.281374097	0.472207649	0.048038733	0.139055638	0.016471635	0.042852247	CBlock
436	60	RL	43	10667	Pave	NA	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	PosN	Norm	1Fam	2Story	7	6	1996	1996	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	385	ALQ	344	70	799	GasA	Ex	Y	SBrkr	827	834	0	1661	1	0	2	1	3	1	Gd	6	Typ	1	TA	Attchd	1996	RFn	2	550	TA	TA	Y	158	61	0	0	0	0	NA	NA	NA	0	4	2009	Con	Normal	212000	4.094344562	9.274910143	5.953243334			1.791759469	0.693147181	5.062595033	4.110873864			7.745966692	9.275003885	19.62141687			0	2.449489743	12.56980509	7.810249676	0	0	1.414213562		0.136241678	0.21605431	0.360239429	0.10409126	0.057659875	0.125713448	PConc
437	50	RM	40	4400	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	6	8	1920	1950	Gable	CompShg	Stucco	Stucco	None	0	TA	TA	BrkTil	Fa	TA	No	Unf	0	Unf	0	648	648	GasA	TA	Y	FuseA	734	384	0	1118	0	0	1	0	2	1	TA	6	Typ	0	NA	Detchd	1990	Unf	2	440	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	10	2006	WD	Normal	116000	3.912023005	8.38935982				1.791759469	0.693147181					7.071067812	8.389587067	0			0	2.449489743	0	0	0	0	1.414213562		0.189894916	0.144019949	0.169485347	0.361432564	0.065188708	0.069978518	Slab
438	45	RM	50	6000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Unf	6	7	1926	2004	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	Gd	TA	PConc	TA	TA	No	Unf	0	Unf	0	884	884	GasA	Gd	Y	SBrkr	904	0	0	904	0	0	1	0	2	1	TA	4	Typ	0	NA	Detchd	1926	Unf	1	180	TA	TA	Y	0	0	105	0	0	0	NA	NA	NA	0	1	2009	WD	Normal	119000	3.80666249	8.699514748				1.386294361	0					6.708203933	8.699681401	0			0	2	0	0	0	0	1		0.291681648	0.277840708	0.05818424	0.328982431	0.01599177	0.027319203	Slab
439	30	RL	40	4280	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	1Story	5	6	1913	2002	Gable	CompShg	WdShing	Stucco	None	0	TA	TA	PConc	TA	TA	No	LwQ	365	Unf	0	75	440	GasA	TA	N	SBrkr	694	0	0	694	0	0	1	0	2	1	Gd	4	Typ	1	Gd	Detchd	1990	Unf	1	352	Gd	TA	P	0	0	34	0	0	0	NA	MnPrv	NA	0	3	2007	WD	Normal	90350	3.401197382	8.361708289	5.899897354			1.386294361	0					5.477225575	8.361941906	19.10497318			0	2	0	0	0	0	1		0.255169199	0.402526035	0.074378729	0.188623287	0.00888827	0.07041448	CBlock
440	50	RL	67	12354	Pave	Gr	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	6	8	1920	2000	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	BrkTil	TA	Fa	Mn	Unf	0	Unf	0	684	684	GasA	Gd	Y	SBrkr	684	512	0	1196	0	0	1	0	3	1	Gd	7	Typ	0	NA	Detchd	2005	Unf	2	528	TA	TA	Y	0	46	0	0	0	0	NA	GdPrv	Shed	800	8	2009	Con	Normal	110000	3.912023005	9.421735176				1.945910149	0.693147181		3.828641397		6.684611728	7.071067812	9.421816118	0			0	2.645751311	0	6.782329983	0	28.28427125	1.414213562		0.121522208	0.089375368	0.098878713	0.333122003	0.296530026	0.060571681	Slab
441	20	RL	10	15431	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	1Fam	1Story	10	5	2008	2008	Hip	CompShg	VinylSd	VinylSd	Stone	200	Ex	TA	PConc	Ex	TA	Gd	GLQ	1767	ALQ	539	788	3094	GasA	Ex	Y	SBrkr	2402	0	0	2402	1	0	2	0	2	1	Ex	10	Typ	2	Gd	Attchd	2008	Fin	3	672	TA	TA	Y	0	72	0	0	170	0	NA	NA	NA	0	4	2009	WD	Normal	555000	2.995732274	9.644133752	7.477038472			2.302585093	1.098612289		4.276666119			4.472135955	9.644198555	42.03569911			0	3.16227766	0	8.485281374	0	0	1.732050808		0.005862814	0.032863943	0.124078686	0.002023743	0.004900588	0.830270225	Wood
442	90	RL	92	12108	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	Duplex	1Story	4	4	1955	1955	Gable	CompShg	VinylSd	VinylSd	BrkFace	270	TA	TA	CBlock	TA	TA	No	ALQ	133	Unf	0	1307	1440	GasA	TA	N	FuseF	1440	0	0	1440	0	0	2	0	4	2	Fa	8	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	0	0	0	0	0	NA	NA	NA	0	9	2008	WD	Normal	118000	4.49980967	9.40162167	4.890349128			2.079441542						9.486832981	9.401704257	11.5325626			0	2.828427125	0	0	0	0	0		0.435023267	0.12881567	0.00931526	0.187839139	0.21475279	0.024253875	BrkTil
443	50	RM	52	6240	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Fin	5	7	1930	1992	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	PConc	TA	TA	No	Unf	0	Unf	0	1078	1078	GasA	TA	Y	SBrkr	1128	445	0	1573	0	0	2	0	3	1	TA	8	Typ	1	Gd	Detchd	1930	Unf	2	360	TA	TA	P	0	0	0	0	0	0	NA	NA	NA	0	6	2008	WD	Normal	162900	3.912023005	8.738735461				2.079441542	0.693147181					7.071067812	8.738895705	0			0	2.828427125	0	0	0	0	1.414213562		0.192864973	0.093698774	0.12361991	0.320516102	0.189073807	0.080226434	Slab
444	120	RL	53	3922	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Blmngtn	Norm	Norm	TwnhsE	1Story	7	5	2006	2007	Gable	CompShg	WdShing	Wd Shng	BrkFace	72	Gd	TA	PConc	Ex	TA	Av	Unf	0	Unf	0	1258	1258	GasA	Ex	Y	SBrkr	1258	0	0	1258	0	0	2	0	2	1	Gd	6	Typ	1	Gd	Attchd	2007	Fin	3	648	TA	TA	Y	144	16	0	0	0	0	NA	NA	NA	0	6	2007	New	Partial	172500	4.787491743	8.274357007				1.791759469	1.098612289	4.9698133	2.772588722			10.95445115	8.274611946	0			0	2.449489743	12	4	0	0	1.732050808		0.049410125	0.05646691	0.573048673	0.169049478	0.077556743	0.07446807	PConc
445	60	RL	70	8750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1994	1995	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	Gd	PConc	Gd	TA	No	GLQ	642	Unf	0	273	915	GasA	Ex	Y	SBrkr	933	975	0	1908	1	0	2	1	4	1	Gd	8	Typ	1	TA	Attchd	1994	Unf	2	493	TA	TA	Y	144	133	0	0	0	0	NA	NA	NA	0	7	2008	WD	Normal	210000	4.094344562	9.076808979	6.464588304			2.079441542	0.693147181	4.9698133	4.890349128			7.745966692	9.076923259	25.33771892			0	2.828427125	12	11.5325626	0	0	1.414213562		0.1056802	0.144088587	0.411813286	0.035573395	0.170474094	0.132370438	PConc
446	20	RL	73	9855	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	1Story	6	5	1956	1956	Hip	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	Unf	0	Unf	0	1436	1436	GasA	Fa	Y	SBrkr	1689	0	0	1689	0	0	1	0	3	1	TA	7	Typ	1	Gd	Attchd	1956	Unf	2	480	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	11	2009	COD	Normal	127500	2.995732274	9.19573422				1.945910149	0.693147181					4.472135955	9.195835686	0			0	2.645751311	0	0	0	0	1.414213562		0.213602586	0.138366487	0.127952117	0.359112573	0.082236061	0.078730177	Slab
447	20	RL	13	16492	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	NAmes	PosA	Norm	1Fam	1Story	6	6	1966	2002	Gable	CompShg	BrkFace	Plywood	None	0	Gd	TA	CBlock	TA	TA	No	ALQ	247	Rec	713	557	1517	GasA	Ex	Y	SBrkr	1888	0	0	1888	0	0	2	1	2	1	Gd	6	Mod	1	Gd	Attchd	1966	Fin	2	578	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	6	2010	WD	Normal	190000	2.995732274	9.710630694	5.509388337			1.791759469	0.693147181					4.472135955	9.710691327	15.71623365			0	2.449489743	0	0	0	0	1.414213562		0.186977459	0.22693068	0.144781303	0.286980091	0.029399844	0.124930622	Slab
448	60	RL	NA	11214	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	1998	1999	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	930	930	GasA	Gd	Y	SBrkr	956	930	0	1886	0	0	2	1	4	1	Gd	10	Typ	1	TA	Attchd	1998	Fin	2	431	TA	TA	Y	89	0	0	0	0	0	NA	NA	NA	0	7	2006	WD	Normal	199900	4.094344562	9.324918277				2.302585093	0.693147181	4.48863637				7.745966692	9.325007447	0			0	3.16227766	9.433981132	0	0	0	1.414213562		0.149337431	0.055114452	0.088391915	0.201244746	0.424887104	0.081024353	Stone
449	50	RM	50	8600	Pave	NA	Reg	Bnk	AllPub	Inside	Gtl	IDOTRR	Norm	Norm	1Fam	1.5Fin	6	6	1937	1950	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	780	780	GasA	TA	Y	SBrkr	780	596	0	1376	0	0	2	0	3	1	TA	7	Typ	1	Gd	Detchd	1937	Unf	1	198	TA	TA	N	0	0	0	0	0	0	NA	NA	NA	0	6	2006	WD	Normal	119500	3.912023005	9.059517482				1.945910149	0					7.071067812	9.059633755	0			0	2.645751311	0	0	0	0	1		0.34124434	0.150583064	0.040006973	0.308878919	0.11966348	0.039623224	BrkTil
450	50	RM	50	6000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	3	7	1948	2002	Gable	CompShg	MetalSd	MetalSd	None	0	TA	Gd	CBlock	TA	TA	No	ALQ	331	Unf	0	318	649	GasA	Ex	Y	SBrkr	679	504	0	1183	0	0	1	1	2	1	TA	6	Typ	0	NA	Detchd	1981	Unf	1	308	TA	TA	Y	0	176	0	0	0	0	NA	NA	NA	0	6	2007	WD	Normal	120000	3.912023005	8.699514748	5.802118375			1.791759469	0		5.170483995			7.071067812	8.699681401	18.1934054			0	2.449489743	0	13.26649916	0	0	1		0.315125016	0.264416447	0.169066485	0.078054777	0.150843825	0.022493449	BrkTil
451	30	RM	70	5684	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1Story	6	8	1930	2005	Hip	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	813	813	GasA	Ex	Y	FuseA	813	0	0	813	0	0	1	0	2	1	Gd	5	Typ	0	NA	Detchd	1932	Unf	1	270	Fa	Fa	N	0	113	0	0	0	0	NA	NA	NA	0	6	2006	WD	Normal	110000	3.401197382	8.645410489				1.609437912	0		4.727387819			5.477225575	8.645586406	0			0	2.236067978	0	10.63014581	0	0	1		0.365738867	0.261242206	0.106633285	0.183573836	0.067866464	0.014945343	BrkTil
452	20	RL	62	70761	Pave	NA	IR1	Low	AllPub	Inside	Mod	ClearCr	Norm	Norm	1Fam	1Story	7	5	1975	1975	Gable	WdShngl	Plywood	Plywood	None	0	TA	TA	CBlock	Gd	TA	Gd	ALQ	655	Unf	0	878	1533	GasA	TA	Y	SBrkr	1533	0	0	1533	1	0	2	0	2	1	Gd	5	Typ	2	TA	Attchd	1975	Unf	2	576	TA	TA	Y	200	54	0	0	0	0	NA	NA	NA	0	12	2006	WD	Normal	280000	2.995732274	11.16706328	6.484635236			1.609437912	0.693147181	5.298317367	3.988984047			4.472135955	11.16707741	25.59296778			0	2.236067978	14.14213562	7.348469228	0	0	1.414213562		0.106026175	0.557865383	0.095853787	0.107081851	0.004004052	0.129168752	CBlock
453	60	RL	NA	9303	Pave	NA	IR1	Lvl	AllPub	Corner	Gtl	Timber	Norm	Norm	1Fam	2Story	6	5	1996	1997	Hip	CompShg	VinylSd	VinylSd	BrkFace	42	Gd	TA	PConc	Ex	TA	No	ALQ	742	Unf	0	130	872	GasA	Ex	Y	SBrkr	888	868	0	1756	1	0	2	1	3	1	TA	7	Typ	0	NA	Attchd	1996	Fin	2	422	TA	TA	Y	144	122	0	0	0	0	NA	NA	NA	0	7	2007	WD	Normal	204000	4.094344562	9.138092208	6.609349243			1.945910149	0.693147181	4.9698133	4.804021045			7.745966692	9.138199694	27.23967694			0	2.645751311	12	11.04536102	0	0	1.414213562		0.095461026	0.187388281	0.442785292	0.033693368	0.07743922	0.163232813	PConc
454	60	FV	75	9000	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	768	768	GasA	Ex	Y	SBrkr	786	804	0	1590	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2008	RFn	2	676	TA	TA	Y	0	30	0	0	0	0	NA	NA	NA	0	6	2009	WD	Normal	210000	4.094344562	9.104979856				1.791759469	0.693147181		3.401197382			7.745966692	9.105090961	0			0	2.449489743	0	5.477225575	0	0	1.414213562		0.192724702	0.148931883	0.188248067	0.333877848	0.082349405	0.053868096	Slab
455	90	RL	63	9297	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	Duplex	1Story	5	5	1976	1976	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	TA	TA	No	ALQ	1606	Unf	0	122	1728	GasA	TA	Y	SBrkr	1728	0	0	1728	2	0	2	0	4	2	TA	8	Typ	0	NA	Detchd	1976	Unf	2	560	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2006	WD	Family	188000	4.49980967	9.137447047	7.381501895			2.079441542	0.693147181					9.486832981	9.137554602	40.07492982			0	2.828427125	0	0	0	0	1.414213562		0.017483222	0.074358674	0.069914226	0.007205562	0.006487129	0.824551188	Wood
456	20	RL	80	9600	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	1Story	7	6	1973	1973	Hip	CompShg	HdBoard	HdBoard	BrkFace	320	TA	TA	CBlock	TA	TA	No	ALQ	916	Unf	0	326	1242	GasA	Fa	Y	SBrkr	1242	0	0	1242	0	0	1	1	3	1	TA	6	Typ	1	TA	Attchd	1973	Unf	2	528	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	9	2007	WD	Normal	175500	2.995732274	9.169518378	6.820016365			1.791759469	0.693147181					4.472135955	9.169622539	30.2654919			0	2.449489743	0	0	0	0	1.414213562		0.085325731	0.24490355	0.161557785	0.063675762	0.008592663	0.43594451	Wood
457	70	RM	34	4571	Pave	Gr	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	2Story	5	5	1916	1950	Gable	CompShg	AsbShng	AsbShng	None	0	TA	TA	BrkTil	TA	TA	No	Unf	0	Unf	0	624	624	GasA	Fa	N	SBrkr	624	720	0	1344	0	0	1	0	4	1	TA	7	Typ	0	NA	Detchd	1916	Unf	3	513	Fa	Fa	Y	0	0	96	0	0	0	NA	NA	NA	0	5	2008	COD	Abnorml	98000	4.248495242	8.427487278				1.945910149	1.098612289					8.366600265	8.427706025	0			0	2.645751311	0	0	0	0	1.732050808		0.076563063	0.062550705	0.376431068	0.292042065	0.091776937	0.100636162	PConc
458	20	RL	NA	53227	Pave	NA	IR1	Low	AllPub	CulDSac	Mod	ClearCr	Norm	Norm	1Fam	1Story	4	6	1954	1994	Flat	Tar&Grv	Plywood	Plywood	None	0	TA	TA	CBlock	Gd	TA	Gd	BLQ	1116	Unf	0	248	1364	GasA	Ex	Y	SBrkr	1663	0	0	1663	1	0	1	0	2	1	Gd	6	Min1	2	Gd	Attchd	1954	Fin	2	529	TA	TA	Y	224	137	0	0	0	0	NA	NA	NA	0	3	2008	WD	Normal	256000	2.995732274	10.88232107	7.017506143			1.791759469	0.693147181	5.411646052	4.919980926			4.472135955	10.88233985	33.40658618			0	2.449489743	14.96662955	11.70469991	0	0	1.414213562		0.068265547	0.460700705	0.221941182	0.019879163	0.007635165	0.221578239	CBlock
